stratum,repo,prA,prB,label,conflict_has_content,conflict_is_content_only,retrieved_at_utc,oid_scope,git_version,fetch_parameters,diff_parameters,api_headA_oid,api_headB_oid,headA_oid,headB_oid,baseA_oid,baseB_oid,merge_base_oid,filesA,hunksA,filesB,hunksB,status
cross,reeze/php-leveldb,52,54,CLEAN,false,false,2026-09-16T23:32:04.404282+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,16d37e9010d208a18715a40ef6a8ad62296fdf33,22791bedf00d44ed8e1a4a6cc2c869c85fb819f0,16d37e9010d208a18715a40ef6a8ad62296fdf33,22791bedf00d44ed8e1a4a6cc2c869c85fb819f0,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,70ecae7103dbfe0817740f1c2aeaed551e2f67f6,2,2,1,8,OK
same,CodingAleCR/http_interceptor,161,162,CONFLICT,true,true,2026-09-16T23:45:51.557285+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,bf1c8929a74a3da041fcaf3531c33e7df0384f79,128a69e0d7386b59e1b9287d9ad96f352e9cc230,bf1c8929a74a3da041fcaf3531c33e7df0384f79,128a69e0d7386b59e1b9287d9ad96f352e9cc230,4cc20620cefd1e45001948f186693bf58f9f4bab,4cc20620cefd1e45001948f186693bf58f9f4bab,4cc20620cefd1e45001948f186693bf58f9f4bab,4,6,17,47,OK
same,dotnet/vscode-dotnet-runtime,2287,2289,CLEAN,false,false,2026-09-16T23:45:54.616898+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,eb527a4f945c10e319d21f9d3bec91914519dc81,45829a8ac046fb118fbf149f1e7b20d424273059,eb527a4f945c10e319d21f9d3bec91914519dc81,45829a8ac046fb118fbf149f1e7b20d424273059,83e823fe9743b0d09451a2bed01b2cfe2610f3a5,83e823fe9743b0d09451a2bed01b2cfe2610f3a5,83e823fe9743b0d09451a2bed01b2cfe2610f3a5,0,0,0,0,OK
same,dsfsi/textaugment,36,37,CLEAN,false,false,2026-09-16T23:45:58.424420+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,a6448fa4650c909a4d19ad2d8aa8496c34cefe16,722dda6831da779aa91e2f6f024a345fa2d06b6d,a6448fa4650c909a4d19ad2d8aa8496c34cefe16,722dda6831da779aa91e2f6f024a345fa2d06b6d,0fc0c35c96845497385d3d3ebfdc1637b938816b,6c8ca3c47b52db6a066b35b2c5af25a3a15a1110,a6448fa4650c909a4d19ad2d8aa8496c34cefe16,0,0,7,15,OK
same,spcl/dace,2019,2024,CONFLICT,false,false,2026-09-16T23:46:00.903991+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,ad5670eff4e165ef35a6f07b3199cf5b7b3ad998,c2ac256819869d6ce432ca538611ff3c134172ef,ad5670eff4e165ef35a6f07b3199cf5b7b3ad998,c2ac256819869d6ce432ca538611ff3c134172ef,7cb70d67ab2eaac44d3195ad328fc1fb96b526b0,4c05f19d275de88dafb1c5737b8d7f48228f2175,4c05f19d275de88dafb1c5737b8d7f48228f2175,28,104,1,1,OK
same,bentoml/BentoML,5176,5194,CONFLICT,true,true,2026-09-16T23:46:07.699158+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,d5226e59186a1fa46cbaad60506abb7e08baea3b,5c304cdc7cae2e9382887a4d1a079acb1e888156,d5226e59186a1fa46cbaad60506abb7e08baea3b,5c304cdc7cae2e9382887a4d1a079acb1e888156,387e4f9a50319451f337fd65031347a981ca9d9a,5396879c12a13ce507e0a149e73f30630d17cdfa,387e4f9a50319451f337fd65031347a981ca9d9a,12,111,84,197,OK
same,zapier/zapier-platform,1075,1077,CLEAN,false,false,2026-09-16T23:46:12.902844+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,d2b44f4ade80fef3436213e67bb803532e995b3f,3ce0f59a264950005ac59afb354dce5afdb0f801,d2b44f4ade80fef3436213e67bb803532e995b3f,3ce0f59a264950005ac59afb354dce5afdb0f801,aa42c0003798fcd2824620fe471de8746a2b35f0,e71d853572fc7b236c7e095fa88cdb70c9c64586,d2b44f4ade80fef3436213e67bb803532e995b3f,0,0,140,444,OK
same,kubernetes-sigs/blob-csi-driver,2066,2067,CLEAN,false,false,2026-09-16T23:46:15.401619+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,570388f97be9ffb7a6a7bfcdd88d697530152a7b,46a6105bc353ab7b90abe59c352870dd165ffce6,570388f97be9ffb7a6a7bfcdd88d697530152a7b,46a6105bc353ab7b90abe59c352870dd165ffce6,f4e3d54248c2bbff9cd88f7f6fbc7ba9cc94f102,f4e3d54248c2bbff9cd88f7f6fbc7ba9cc94f102,f4e3d54248c2bbff9cd88f7f6fbc7ba9cc94f102,4,4,1,1,OK
same,CoreWCF/CoreWCF,1606,1612,CLEAN,false,false,2026-09-16T23:46:28.755012+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,54fe7c962b1fe1630524317ecd23c598a54af8fc,791e89cf0db8d5b4fa42012c06f983f52ae1f74b,54fe7c962b1fe1630524317ecd23c598a54af8fc,791e89cf0db8d5b4fa42012c06f983f52ae1f74b,c562375cf64b674423cb4444502d2b27ac058597,04ef62301b283a88409e6227d5fbaa5daf20500f,c562375cf64b674423cb4444502d2b27ac058597,14,25,2,4,OK
same,azerothcore/Keira3,3370,3371,CLEAN,false,false,2026-09-16T23:46:32.071511+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,7b2b8598d25177cbb13e8188ce5bc56c962dbb7a,eeb6a791d32294bf9b5687b77bed96babbf605f5,7b2b8598d25177cbb13e8188ce5bc56c962dbb7a,eeb6a791d32294bf9b5687b77bed96babbf605f5,b416331addae6ae1ee5658be56582635b3641767,b416331addae6ae1ee5658be56582635b3641767,2b496de26d92067d6b6d3aa0d54babf43b565405,11,16,2,55,OK
same,open-telemetry/opentelemetry-cpp,3513,3514,CLEAN,false,false,2026-09-16T23:46:35.237311+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,4de0bd5bc742c27a714b2c4ce18a306f51743b61,e8f368edc82197d6c86744da27efd3e400a2b203,4de0bd5bc742c27a714b2c4ce18a306f51743b61,e8f368edc82197d6c86744da27efd3e400a2b203,62ba4dea5b053063b4cb4fe08dc0c7e6b39e543a,b00958bc0f0071c5369818bbfad6ad2b51f7b555,62ba4dea5b053063b4cb4fe08dc0c7e6b39e543a,4,7,328,1208,OK
same,filecoin-project/lotus,13202,13204,CLEAN,false,false,2026-09-16T23:46:38.100928+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,0cbece3573b325c51b7abdd473185c4410ca9fc4,7923307344ffcd158660c835c36e9191d7160d3c,0cbece3573b325c51b7abdd473185c4410ca9fc4,7923307344ffcd158660c835c36e9191d7160d3c,662f8e27307adf2815f947e04ffaf853246d6f87,662f8e27307adf2815f947e04ffaf853246d6f87,662f8e27307adf2815f947e04ffaf853246d6f87,4,42,1,2,OK
same,lordmauve/wasabi2d,80,81,CLEAN,false,false,2026-09-16T23:46:42.879220+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,17c82aa3fe0a438bdf306239042dc0ca6a49f957,8e7ac59147b77b48911aae17cc03aa0279377b75,17c82aa3fe0a438bdf306239042dc0ca6a49f957,8e7ac59147b77b48911aae17cc03aa0279377b75,44c004e3a46c332c21970c90ac382682303c9c0c,9d650aa0b7419d034769c2ed8a0b1cf41ebed713,8e7ac59147b77b48911aae17cc03aa0279377b75,5,25,0,0,OK
same,microsoft/PowerToys,39779,39787,CLEAN,false,false,2026-09-16T23:46:45.502908+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,d0cf0c1b54ba3ea77a89d5093af651942fa084f2,c212d737e8de67cc5769f626dd3ef8de0d712136,d0cf0c1b54ba3ea77a89d5093af651942fa084f2,c212d737e8de67cc5769f626dd3ef8de0d712136,d21b7fac7b3500d7af338641cfd9d7550cae3d11,d21b7fac7b3500d7af338641cfd9d7550cae3d11,d21b7fac7b3500d7af338641cfd9d7550cae3d11,1,2,11,26,OK
same,3rdIteration/btcrecover,601,602,CLEAN,false,false,2026-09-16T23:47:15.841982+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,d43e93921a0f1efae0965fb71f0a7311a60ccc3c,b478123470f28d66da4c3b35be4f4bedee631f96,d43e93921a0f1efae0965fb71f0a7311a60ccc3c,b478123470f28d66da4c3b35be4f4bedee631f96,e32f6b10d42d4ae1b63b1b195b5f872db5cfbd09,e32f6b10d42d4ae1b63b1b195b5f872db5cfbd09,f1cb82400e45364b0a7e98ffc7375bb310f16f10,5,5,1,1,OK
same,dreadl0ck/netcap,38,41,CONFLICT,true,true,2026-09-16T23:47:21.082901+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,4e8216fbe345f26b359121f715acf70c6cbc3ac3,66b2250656685f063ed2184c1e6e873ec77aca63,4e8216fbe345f26b359121f715acf70c6cbc3ac3,66b2250656685f063ed2184c1e6e873ec77aca63,4d4b78d68bf665aec377b3fbbb1bcac886e8363d,a57045cfc33b7b480af3c34ff32f543c6a4f74e0,eecf936b7ebe20b6611f044de1e9a21ea450dbd6,9,603,1212,12001,OK
same,Kanaries/Rath,432,433,CLEAN,false,false,2026-09-16T23:47:53.580523+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,5d4bb6198a0224670fcea57c32aa4aa24d183452,e797f047c9376573d6513c896d953ef72957ec0a,5d4bb6198a0224670fcea57c32aa4aa24d183452,e797f047c9376573d6513c896d953ef72957ec0a,cb0d8e25b45b20f2109e08c2220289f6203c9ec1,cb0d8e25b45b20f2109e08c2220289f6203c9ec1,cb0d8e25b45b20f2109e08c2220289f6203c9ec1,20,1,1,2,OK
same,Rello/analytics,445,446,CLEAN,false,false,2026-09-16T23:47:57.840993+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,993ddcf919c3321b32525968d9c3e74dfc9f7e8d,680adcd9f76e49153cac6404e0dbd036241078a5,993ddcf919c3321b32525968d9c3e74dfc9f7e8d,680adcd9f76e49153cac6404e0dbd036241078a5,45d780efb907caf957f06848affb9a544786ef1f,45d780efb907caf957f06848affb9a544786ef1f,3d3c9addc68fb5d674145da0a73eab5a150f2d07,2,3,2,2,OK
same,estruyf/vscode-front-matter,956,960,CLEAN,false,false,2026-09-16T23:48:00.905773+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,56b7cf4e8e2a58992a0187f96232853726798760,a387d5eb891d9627d8a6e4374ff554c420e0602e,56b7cf4e8e2a58992a0187f96232853726798760,a387d5eb891d9627d8a6e4374ff554c420e0602e,9ce7754b1ac78807f157a6719a3f19942decf1e7,9ce7754b1ac78807f157a6719a3f19942decf1e7,9ce7754b1ac78807f157a6719a3f19942decf1e7,2,3,2,7,OK
same,lgallard/terraform-aws-backup,127,129,CONFLICT,true,true,2026-09-16T23:48:05.376427+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,cc06f49705c90aa186fe3dd9286bb8ff99e213bb,4139e289dee0e3e4b626c751e70993ee921e4160,cc06f49705c90aa186fe3dd9286bb8ff99e213bb,4139e289dee0e3e4b626c751e70993ee921e4160,78d58825ba6400a9c5b03cf34fdd8b1e1f0362f7,78d58825ba6400a9c5b03cf34fdd8b1e1f0362f7,78d58825ba6400a9c5b03cf34fdd8b1e1f0362f7,19,32,4,36,OK
same,microsoft/react-native-windows-samples,1055,1056,CLEAN,false,false,2026-09-16T23:48:07.724841+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,d93eb90c3f58bcd47fe050bc8ad97500346ab2ab,af4512665a16550721d25f052c73baedf4f59b1b,d93eb90c3f58bcd47fe050bc8ad97500346ab2ab,af4512665a16550721d25f052c73baedf4f59b1b,371c7f80831f01f8e0ba9b828f84a4804aa10b94,371c7f80831f01f8e0ba9b828f84a4804aa10b94,371c7f80831f01f8e0ba9b828f84a4804aa10b94,0,0,6,6,OK
same,huggingface/tokenizers,1780,1782,CONFLICT,true,true,2026-09-16T23:48:13.917436+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,a9f16306093849e3c974a9d900ac980f3efa2050,96a956393ff365549dd42f421fd45e9d5efd52a4,a9f16306093849e3c974a9d900ac980f3efa2050,96a956393ff365549dd42f421fd45e9d5efd52a4,e5d781d5b9cbfe149d732bd471ff8b294fe0ce50,007fc767ac78fe4ec43c6790afbee5063157fc62,e5d781d5b9cbfe149d732bd471ff8b294fe0ce50,4,21,85,863,OK
same,microsoft/Microsoft365DSC,6154,6228,CLEAN,false,false,2026-09-16T23:48:17.209892+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,e41dec25bb31722c952a52fa517b539954249855,6a08afe93bb9b67b14c5c33c2ceffd0d1379234a,e41dec25bb31722c952a52fa517b539954249855,6a08afe93bb9b67b14c5c33c2ceffd0d1379234a,4d10acfca9a80cea85514517c76f52a04bfffbe5,dd8abf88cbeeae9aba34f0775d0075bb8ac5c077,29009e2b33a6712a7213b89cfa72a2e76b4ca303,25,25,250,27133,OK
same,microsoft/msquic,5127,5128,CONFLICT,true,true,2026-09-16T23:48:46.167751+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,ac0aab9679125a3f7df4e55f776d1f0df71e4052,d0eba93e8f79626ffd9260ad8f3d88d80677ad75,ac0aab9679125a3f7df4e55f776d1f0df71e4052,d0eba93e8f79626ffd9260ad8f3d88d80677ad75,2e4a9f04f7407392b9444aa06fffb612d210d717,ff2ec6c33b00bad4b1dae665b1e109c571f7807f,ff2ec6c33b00bad4b1dae665b1e109c571f7807f,25,111,1,21,OK
same,lostintangent/gistpad,390,391,CLEAN,false,false,2026-09-16T23:48:49.823556+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,7ca99e1f49a37c1da4669e5b4ec7ff09a6d761f0,9600ca2a8ceb1d2984e03e61b6696e834a97460c,7ca99e1f49a37c1da4669e5b4ec7ff09a6d761f0,9600ca2a8ceb1d2984e03e61b6696e834a97460c,758a998275706b2559261e54188aaad01e967b1e,758a998275706b2559261e54188aaad01e967b1e,758a998275706b2559261e54188aaad01e967b1e,3,5,2,3,OK
same,microsoft/playwright,36012,36014,CLEAN,false,false,2026-09-16T23:48:52.913399+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,958ea19adb62ff95c69a479bc3a3ad8347214dd5,fc07052d57794d8c1940ac49bde8c6c43fcd2f4d,958ea19adb62ff95c69a479bc3a3ad8347214dd5,fc07052d57794d8c1940ac49bde8c6c43fcd2f4d,cee8fb28a67998d48507b368837bcbc77a549bed,cee8fb28a67998d48507b368837bcbc77a549bed,cee8fb28a67998d48507b368837bcbc77a549bed,14,63,4,22,OK
same,serilog-contrib/serilog-enrichers-clientinfo,54,55,CONFLICT,true,true,2026-09-16T23:48:58.149235+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,a8cd0db4dae57a8785b5840d35bde7546ba65200,55017bb90bea2aa7bb44a3ccb5f11020bd55d45f,a8cd0db4dae57a8785b5840d35bde7546ba65200,55017bb90bea2aa7bb44a3ccb5f11020bd55d45f,7d79cb74777ce76010d384e9baf470bb1f920932,7d79cb74777ce76010d384e9baf470bb1f920932,7d79cb74777ce76010d384e9baf470bb1f920932,6,10,8,16,OK
same,gluesql/gluesql,1611,1612,CLEAN,false,false,2026-09-16T23:49:01.214938+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,5dfa0c75306265d4ef0972fb481a3e73c216122c,8da515b971ca0b1d4e968bfadd66cf390d5817f4,5dfa0c75306265d4ef0972fb481a3e73c216122c,8da515b971ca0b1d4e968bfadd66cf390d5817f4,50c0b1a35d4c1cce9922a1ef262aac19b18f0a00,921a1eaf1c86c7bdb8028d9a22e230ebd44a1c39,e3c3da5912abdf42a66adc11140cd3989ad3a8f1,1,1,11,51,OK
same,microsoft/onnxruntime,24931,24947,CONFLICT,true,false,2026-09-16T23:49:04.056086+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,9a9b309a89ccce13ce153b0846b6a5e17a6c16f6,76ab3d037f3826740df371f641c033ef8f8139ac,9a9b309a89ccce13ce153b0846b6a5e17a6c16f6,76ab3d037f3826740df371f641c033ef8f8139ac,c03c419f53a8e7117cb833f84e57723ec2c8f9bd,8b3326e53249edb610cfe1648aff5c88f28b65f4,b34ae7cfc3a54658754ad7065f10d01cb279bc71,2990,17625,91,224,OK
same,dotnet/android-libraries,1160,1162,CLEAN,false,false,2026-09-16T23:49:52.922537+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,af4d2c68394c67a9a641adc774415f50b9e25db0,b02e33b0e73be75253475c2a67fc34c750451310,af4d2c68394c67a9a641adc774415f50b9e25db0,b02e33b0e73be75253475c2a67fc34c750451310,ff68c01935a2b415d73a1f424a93e65162a5ee74,ff68c01935a2b415d73a1f424a93e65162a5ee74,ff68c01935a2b415d73a1f424a93e65162a5ee74,0,0,0,0,OK
same,yytypescript/book,979,980,CLEAN,false,false,2026-09-16T23:50:08.708160+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,3de95e43f96ffa8a292e5c59dc96d9b87978e1e4,89837d59b234ed48766a65f682e7c8bcaefd5780,3de95e43f96ffa8a292e5c59dc96d9b87978e1e4,89837d59b234ed48766a65f682e7c8bcaefd5780,f8e2f47774316978144c8082cc0cb7cc515de8f6,f8e2f47774316978144c8082cc0cb7cc515de8f6,f8e2f47774316978144c8082cc0cb7cc515de8f6,1,1,1,1,OK
same,jcputney/scorm-again,974,975,CLEAN,false,false,2026-09-16T23:50:24.124138+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,c0877954eea57faa32decc5c77e693b8084ae793,5518274b409ea7543599a9da112ddb18e16df19f,c0877954eea57faa32decc5c77e693b8084ae793,5518274b409ea7543599a9da112ddb18e16df19f,ad997171606d35c302e07c93be0428c1b882093f,ad997171606d35c302e07c93be0428c1b882093f,ad997171606d35c302e07c93be0428c1b882093f,2,4,2,6,OK
same,net-daemon/netdaemon,1316,1317,CLEAN,false,false,2026-09-16T23:50:35.651386+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,d623745a3a42914c310cea133d264e947fe0f216,0bdf4e284c91794e800f37d52d9937ebd1ac2ead,d623745a3a42914c310cea133d264e947fe0f216,0bdf4e284c91794e800f37d52d9937ebd1ac2ead,bde37bf45bf573decb4c8c293baf9a49aef5bb68,bde37bf45bf573decb4c8c293baf9a49aef5bb68,bde37bf45bf573decb4c8c293baf9a49aef5bb68,2,3,2,4,OK
same,sirk123au/ArrTools,29,30,CONFLICT,false,false,2026-09-16T23:50:39.629759+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,7ade1ecf072e7da04aa27d242266364af001ef09,b7256e982aedacc3bae5a9ae9a1242bbf3a98a99,7ade1ecf072e7da04aa27d242266364af001ef09,b7256e982aedacc3bae5a9ae9a1242bbf3a98a99,3f06afb809d01ba08de82d0ade909dd61f807c6d,1809f46b3ce57f6fc0e4df60d8e1302b0a5f27e2,3f06afb809d01ba08de82d0ade909dd61f807c6d,3,3,5,9,OK
same,gofiber/fiber,3463,3464,CLEAN,false,false,2026-09-16T23:50:42.338237+00:00,current-pr-heads-at-extraction; not frozen replay OIDs,git version 2.50.1 (Apple Git-155),refs/pull/N/head; --no-tags; depth 80; depth 600 retry if no merge base,git -c diff.renames=true -c diff.algorithm=myers diff --no-ext-diff --no-textconv --unified=0; default whitespace; binary paths count as files and contribute zero hunks,b176f4abde6100d8fcfb340a12d551478d567b38,049826dec7827a3e385e16106b2af4d748225600,b176f4abde6100d8fcfb340a12d551478d567b38,049826dec7827a3e385e16106b2af4d748225600,d756ec1b68dd8d86a4be0c45258c76b448270fb2,cc636b56516e58e54e958a55b642352d4b08b7ac,cc636b56516e58e54e958a55b642352d4b08b7ac,29,198,4,5,OK
